Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
1114,6,2013-03-09,17776,2819,1,0,0,0
1115,6,2013-03-09,5444,410,1,0,0,0
1004,5,2013-03-08,5560,466,1,1,0,0
1005,5,2013-03-08,6023,974,1,1,0,0
1006,5,2013-03-08,6639,874,1,1,0,0
1007,5,2013-03-08,7240,855,1,1,0,0
1008,5,2013-03-08,5252,713,1,1,0,1
1009,5,2013-03-08,4944,498,1,1,0,0
1010,5,2013-03-08,10436,922,1,1,0,0
1011,5,2013-03-08,8352,975,1,1,0,0
1012,5,2013-03-08,5921,507,1,1,0,0
1013,5,2013-03-08,4629,508,1,1,0,0
1014,5,2013-03-08,14844,1812,1,1,0,0
1015,5,2013-03-08,6647,562,1,1,0,0
1016,5,2013-03-08,5516,542,1,1,0,0
1017,5,2013-03-08,7427,1057,1,1,0,0
1018,5,2013-03-08,11723,1360,1,1,0,0
1019,5,2013-03-08,8995,763,1,1,0,0
1020,5,2013-03-08,9621,1226,1,1,0,0
1021,5,2013-03-08,7959,962,1,1,0,0
1022,5,2013-03-08,6420,791,1,1,0,0
1023,5,2013-03-08,7222,712,1,1,0,0
1024,5,2013-03-08,7493,932,1,1,0,0
1025,5,2013-03-08,8091,930,1,1,0,0
1026,5,2013-03-08,12057,1540,1,1,0,0
1027,5,2013-03-08,13189,1770,1,1,0,0
1028,5,2013-03-08,5364,689,1,1,0,0
1029,5,2013-03-08,5246,763,1,1,0,0
1030,5,2013-03-08,3815,347,1,1,0,0
1031,5,2013-03-08,5118,453,1,1,0,0
1032,5,2013-03-08,8916,1005,1,1,0,0
1033,5,2013-03-08,15387,1415,1,1,0,0
1034,5,2013-03-08,6656,792,1,1,0,0
1035,5,2013-03-08,5543,652,1,1,0,0
1036,5,2013-03-08,5260,508,1,1,0,0
1037,5,2013-03-08,7400,1003,1,1,0,0
1038,5,2013-03-08,6099,541,1,1,0,0
1039,5,2013-03-08,7336,1003,1,1,0,0
1040,5,2013-03-08,9035,928,1,1,0,0
1041,5,2013-03-08,7168,735,1,1,0,0
1042,5,2013-03-08,4224,571,1,1,0,0
1043,5,2013-03-08,10040,1353,1,1,0,0
1044,5,2013-03-08,6625,897,1,1,0,0
1045,5,2013-03-08,6944,840,1,1,0,0
1046,5,2013-03-08,9266,724,1,1,0,0
1047,5,2013-03-08,5654,662,1,1,0,0
1048,5,2013-03-08,7548,581,1,1,0,0
1049,5,2013-03-08,4269,691,1,1,0,0
1050,5,2013-03-08,8642,577,1,1,0,0
1051,5,2013-03-08,7624,1038,1,1,0,0
1052,5,2013-03-08,7859,858,1,1,0,0
1053,5,2013-03-08,9369,1052,1,1,0,0
1054,5,2013-03-08,6044,665,1,1,0,0
1055,5,2013-03-08,8727,1075,1,1,0,0
1056,5,2013-03-08,3220,325,1,1,0,0
1057,5,2013-03-08,7058,707,1,1,0,0
1058,5,2013-03-08,8124,776,1,1,0,0
1059,5,2013-03-08,8727,1188,1,1,0,1
1060,5,2013-03-08,7104,907,1,1,0,0
1061,5,2013-03-08,6835,524,1,1,0,0
1062,5,2013-03-08,7966,725,1,1,0,0
1063,5,2013-03-08,3872,496,1,1,0,1
1064,5,2013-03-08,9520,1158,1,1,0,0
1065,5,2013-03-08,4752,556,1,1,0,0
1066,5,2013-03-08,11935,1341,1,1,0,0
1067,5,2013-03-08,5142,472,1,1,0,0
1068,5,2013-03-08,4282,317,1,1,0,0
1069,5,2013-03-08,5733,705,1,1,0,0
1070,5,2013-03-08,6713,902,1,1,0,0
1071,5,2013-03-08,5442,712,1,1,0,0
1072,5,2013-03-08,7759,762,1,1,0,0
1073,5,2013-03-08,7306,912,1,1,0,0
1074,5,2013-03-08,5640,673,1,1,0,0
1075,5,2013-03-08,10787,1027,1,1,0,0
1076,5,2013-03-08,3473,552,1,1,0,0
1077,5,2013-03-08,5486,614,1,1,0,0
1078,5,2013-03-08,6088,535,1,1,0,0
1079,5,2013-03-08,9736,767,1,1,0,0
1080,5,2013-03-08,13217,873,1,1,0,0
1081,5,2013-03-08,0,0,0,1,0,0
1082,5,2013-03-08,7652,1129,1,1,0,0
1083,5,2013-03-08,4945,362,1,1,0,0
1084,5,2013-03-08,6574,906,1,1,0,0
1085,5,2013-03-08,9067,903,1,1,0,0
1086,5,2013-03-08,11062,1127,1,1,0,0
1087,5,2013-03-08,6337,653,1,1,0,0
1088,5,2013-03-08,5788,573,1,1,0,0
1089,5,2013-03-08,10924,1044,1,1,0,0
1090,5,2013-03-08,6145,769,1,1,0,0
1091,5,2013-03-08,9098,765,1,1,0,0
1092,5,2013-03-08,11475,1219,1,1,0,0
1093,5,2013-03-08,9503,1018,1,1,0,0
1094,5,2013-03-08,3955,351,1,1,0,0
1095,5,2013-03-08,4426,623,1,1,0,0
1096,5,2013-03-08,5235,664,1,1,0,0
1097,5,2013-03-08,9407,2619,1,1,0,0
1098,5,2013-03-08,5306,732,1,1,0,0
1099,5,2013-03-08,7912,992,1,1,0,0
1100,5,2013-03-08,6833,849,1,1,0,0
1101,5,2013-03-08,10120,1009,1,1,0,0
1102,5,2013-03-08,7284,690,1,1,0,0
1103,5,2013-03-08,3685,328,1,1,0,0
1104,5,2013-03-08,6048,470,1,1,0,0
1105,5,2013-03-08,3802,428,1,1,0,0
1106,5,2013-03-08,4830,575,1,1,0,0
1107,5,2013-03-08,7241,785,1,1,0,0
1108,5,2013-03-08,6295,658,1,1,0,0
1109,5,2013-03-08,5300,528,1,1,0,0
1110,5,2013-03-08,5050,599,1,1,0,0
1111,5,2013-03-08,5915,537,1,1,0,0
1112,5,2013-03-08,12322,1031,1,1,0,0
1113,5,2013-03-08,6760,759,1,1,0,0
1114,5,2013-03-08,18976,2869,1,1,0,1
1115,5,2013-03-08,5626,403,1,1,0,0
1004,4,2013-03-07,5348,475,1,1,0,0
1005,4,2013-03-07,6418,965,1,1,0,0
1006,4,2013-03-07,5676,873,1,1,0,0
1007,4,2013-03-07,6677,761,1,1,0,0
1008,4,2013-03-07,5181,700,1,1,0,1
1009,4,2013-03-07,5288,465,1,1,0,0
1010,4,2013-03-07,9130,789,1,1,0,0
1011,4,2013-03-07,8243,1027,1,1,0,0
1012,4,2013-03-07,6498,522,1,1,0,0
1013,4,2013-03-07,4362,513,1,1,0,0
1014,4,2013-03-07,12810,1470,1,1,0,0
1015,4,2013-03-07,6597,560,1,1,0,0
1016,4,2013-03-07,6063,560,1,1,0,0
1017,4,2013-03-07,8036,1142,1,1,0,0
1018,4,2013-03-07,10975,1259,1,1,0,0
1019,4,2013-03-07,9096,765,1,1,0,0
1020,4,2013-03-07,9480,1250,1,1,0,0
1021,4,2013-03-07,8116,1039,1,1,0,0
1022,4,2013-03-07,6830,800,1,1,0,0
1023,4,2013-03-07,6855,669,1,1,0,0
1024,4,2013-03-07,6387,809,1,1,0,0
1025,4,2013-03-07,7596,904,1,1,0,0
1026,4,2013-03-07,9041,1174,1,1,0,0
1027,4,2013-03-07,15016,1893,1,1,0,0
1028,4,2013-03-07,5169,610,1,1,0,0
1029,4,2013-03-07,6123,871,1,1,0,0
1030,4,2013-03-07,4164,380,1,1,0,0
1031,4,2013-03-07,5301,469,1,1,0,0
1032,4,2013-03-07,8480,958,1,1,0,0
1033,4,2013-03-07,15358,1410,1,1,0,0
1034,4,2013-03-07,7363,866,1,1,0,0
1035,4,2013-03-07,6292,736,1,1,0,0
1036,4,2013-03-07,5152,486,1,1,0,0
1037,4,2013-03-07,7910,1056,1,1,0,0
1038,4,2013-03-07,6767,558,1,1,0,0
1039,4,2013-03-07,7244,919,1,1,0,0
1040,4,2013-03-07,9576,997,1,1,0,0
1041,4,2013-03-07,6033,670,1,1,0,0
1042,4,2013-03-07,4555,651,1,1,0,0
1043,4,2013-03-07,8907,1202,1,1,0,0
1044,4,2013-03-07,6862,929,1,1,0,0
1045,4,2013-03-07,7940,913,1,1,0,0
1046,4,2013-03-07,9293,738,1,1,0,0
1047,4,2013-03-07,5376,576,1,1,0,0
1048,4,2013-03-07,7340,533,1,1,0,0
1049,4,2013-03-07,4420,739,1,1,0,0
1050,4,2013-03-07,8214,528,1,1,0,0
1051,4,2013-03-07,7783,1112,1,1,0,0
1052,4,2013-03-07,7040,794,1,1,0,0
1053,4,2013-03-07,9603,1088,1,1,0,0
1054,4,2013-03-07,6393,643,1,1,0,0
1055,4,2013-03-07,8178,1013,1,1,0,0
1056,4,2013-03-07,2566,251,1,1,0,0
1057,4,2013-03-07,6416,647,1,1,0,0
1058,4,2013-03-07,7126,716,1,1,0,0
1059,4,2013-03-07,8723,1173,1,1,0,1
1060,4,2013-03-07,7759,900,1,1,0,0
1061,4,2013-03-07,6764,528,1,1,0,0
1062,4,2013-03-07,7316,679,1,1,0,0
1063,4,2013-03-07,4240,520,1,1,0,1
1064,4,2013-03-07,9512,1188,1,1,0,0
1065,4,2013-03-07,4128,521,1,1,0,0
1066,4,2013-03-07,10103,1116,1,1,0,0
1067,4,2013-03-07,5223,453,1,1,0,0
1068,4,2013-03-07,4080,281,1,1,0,0
1069,4,2013-03-07,6442,821,1,1,0,0
1070,4,2013-03-07,5979,763,1,1,0,0
1071,4,2013-03-07,6206,785,1,1,0,0
1072,4,2013-03-07,6960,610,1,1,0,0
1073,4,2013-03-07,6764,925,1,1,0,0
1074,4,2013-03-07,6148,635,1,1,0,0
1075,4,2013-03-07,11553,1070,1,1,0,0
1076,4,2013-03-07,3225,560,1,1,0,0
1077,4,2013-03-07,5169,547,1,1,0,0
1078,4,2013-03-07,5727,471,1,1,0,0
1079,4,2013-03-07,10694,793,1,1,0,0
1080,4,2013-03-07,8925,796,1,1,0,0
1081,4,2013-03-07,0,0,0,1,0,0
1082,4,2013-03-07,7840,1151,1,1,0,0
1083,4,2013-03-07,4534,282,1,1,0,0
1084,4,2013-03-07,6766,926,1,1,0,0
1085,4,2013-03-07,8876,824,1,1,0,0
1086,4,2013-03-07,11943,1164,1,1,0,0
1087,4,2013-03-07,7221,684,1,1,0,0
1088,4,2013-03-07,5518,572,1,1,0,0
1089,4,2013-03-07,8762,916,1,1,0,0
1090,4,2013-03-07,6335,798,1,1,0,0
1091,4,2013-03-07,8921,703,1,1,0,0
1092,4,2013-03-07,10729,1139,1,1,0,0
1093,4,2013-03-07,8086,905,1,1,0,0
1094,4,2013-03-07,3575,314,1,1,0,0
1095,4,2013-03-07,4655,672,1,1,0,0
1096,4,2013-03-07,4383,558,1,1,0,0
1097,4,2013-03-07,8919,2423,1,1,0,0
1098,4,2013-03-07,5955,774,1,1,0,0
1099,4,2013-03-07,9285,1148,1,1,0,0
1100,4,2013-03-07,6329,826,1,1,0,0
1101,4,2013-03-07,10955,1060,1,1,0,0
1102,4,2013-03-07,7230,757,1,1,0,0
1103,4,2013-03-07,4142,335,1,1,0,0
1104,4,2013-03-07,5560,431,1,1,0,0
1105,4,2013-03-07,3522,432,1,1,0,0
1106,4,2013-03-07,4831,585,1,1,0,0
1107,4,2013-03-07,7185,766,1,1,0,0
1108,4,2013-03-07,6861,719,1,1,0,0
1109,4,2013-03-07,4847,482,1,1,0,0
1110,4,2013-03-07,5142,615,1,1,0,0
1111,4,2013-03-07,5479,533,1,1,0,0
1112,4,2013-03-07,14010,1090,1,1,0,0
1113,4,2013-03-07,7770,890,1,1,0,0
1114,4,2013-03-07,19292,2982,1,1,0,1
1115,4,2013-03-07,5716,403,1,1,0,0
1004,3,2013-03-06,5625,456,1,1,0,0
1005,3,2013-03-06,6765,1019,1,1,0,0
1006,3,2013-03-06,5902,819,1,1,0,0
1007,3,2013-03-06,6698,742,1,1,0,0
1008,3,2013-03-06,5796,794,1,1,0,1
1009,3,2013-03-06,4944,485,1,1,0,0
1010,3,2013-03-06,8543,715,1,1,0,0
1011,3,2013-03-06,7971,956,1,1,0,0
1012,3,2013-03-06,5034,459,1,1,0,0
1013,3,2013-03-06,4593,507,1,1,0,0
1014,3,2013-03-06,13626,1557,1,1,0,0
1015,3,2013-03-06,5943,458,1,1,0,0
1016,3,2013-03-06,5712,497,1,1,0,0
1017,3,2013-03-06,7914,1160,1,1,0,0
1018,3,2013-03-06,11639,1357,1,1,0,0
1019,3,2013-03-06,10267,823,1,1,0,0
1020,3,2013-03-06,10304,1332,1,1,0,0
1021,3,2013-03-06,9481,1134,1,1,0,0
1022,3,2013-03-06,7281,824,1,1,0,0
1023,3,2013-03-06,6718,649,1,1,0,0
1024,3,2013-03-06,6224,743,1,1,0,0
1025,3,2013-03-06,7690,897,1,1,0,0
1026,3,2013-03-06,9986,1182,1,1,0,0
1027,3,2013-03-06,14817,1866,1,1,0,0
1028,3,2013-03-06,4957,587,1,1,0,0
1029,3,2013-03-06,5888,857,1,1,0,0
1030,3,2013-03-06,4810,385,1,1,0,0
1031,3,2013-03-06,4911,412,1,1,0,0
1032,3,2013-03-06,9262,985,1,1,0,0
1033,3,2013-03-06,15402,1460,1,1,0,0
1034,3,2013-03-06,7112,764,1,1,0,0
1035,3,2013-03-06,5171,577,1,1,0,0
1036,3,2013-03-06,4043,410,1,1,0,0
1037,3,2013-03-06,7477,945,1,1,0,0
1038,3,2013-03-06,5924,471,1,1,0,0
1039,3,2013-03-06,9559,1177,1,1,0,0
1040,3,2013-03-06,8238,876,1,1,0,0
1041,3,2013-03-06,6783,728,1,1,0,0
1042,3,2013-03-06,4435,582,1,1,0,0
1043,3,2013-03-06,8727,1174,1,1,0,0
1044,3,2013-03-06,7348,936,1,1,0,0
1045,3,2013-03-06,6688,842,1,1,0,0
1046,3,2013-03-06,9644,718,1,1,0,0
1047,3,2013-03-06,5595,566,1,1,0,0
1048,3,2013-03-06,6913,479,1,1,0,0
1049,3,2013-03-06,4655,726,1,1,0,0
1050,3,2013-03-06,6914,475,1,1,0,0
1051,3,2013-03-06,8311,1134,1,1,0,0
1052,3,2013-03-06,7226,785,1,1,0,0
1053,3,2013-03-06,11269,1217,1,1,0,0
1054,3,2013-03-06,6619,719,1,1,0,0
1055,3,2013-03-06,8516,1046,1,1,0,0
1056,3,2013-03-06,3328,292,1,1,0,0
1057,3,2013-03-06,5602,558,1,1,0,0
1058,3,2013-03-06,7760,737,1,1,0,0
1059,3,2013-03-06,7853,1098,1,1,0,1
1060,3,2013-03-06,7586,962,1,1,0,0
1061,3,2013-03-06,5109,405,1,1,0,0
1062,3,2013-03-06,6712,598,1,1,0,0
1063,3,2013-03-06,4363,528,1,1,0,1
1064,3,2013-03-06,9245,1155,1,1,0,0
1065,3,2013-03-06,4853,576,1,1,0,0
1066,3,2013-03-06,11251,1175,1,1,0,0
1067,3,2013-03-06,4523,405,1,1,0,0
1068,3,2013-03-06,4207,274,1,1,0,0
1069,3,2013-03-06,8729,1176,1,1,0,0
1070,3,2013-03-06,6216,764,1,1,0,0
1071,3,2013-03-06,6554,773,1,1,0,0
1072,3,2013-03-06,7349,699,1,1,0,0
1073,3,2013-03-06,8005,976,1,1,0,0
1074,3,2013-03-06,5379,529,1,1,0,0
1075,3,2013-03-06,12709,1231,1,1,0,0
1076,3,2013-03-06,3681,555,1,1,0,0
1077,3,2013-03-06,4878,522,1,1,0,0
1078,3,2013-03-06,6446,543,1,1,0,0
1079,3,2013-03-06,10102,748,1,1,0,0
1080,3,2013-03-06,13142,789,1,1,0,0
1081,3,2013-03-06,0,0,0,1,0,0
1082,3,2013-03-06,7080,1076,1,1,0,0
1083,3,2013-03-06,4126,279,1,1,0,0
1084,3,2013-03-06,6600,884,1,1,0,0
1085,3,2013-03-06,9112,870,1,1,0,0
1086,3,2013-03-06,10872,1116,1,1,0,0
1087,3,2013-03-06,6426,577,1,1,0,0
1088,3,2013-03-06,6125,592,1,1,0,0
1089,3,2013-03-06,9738,942,1,1,0,0
1090,3,2013-03-06,8331,1037,1,1,0,0
1091,3,2013-03-06,7737,638,1,1,0,0
1092,3,2013-03-06,11989,1249,1,1,0,0
1093,3,2013-03-06,8199,850,1,1,0,0
1094,3,2013-03-06,4114,344,1,1,0,0
1095,3,2013-03-06,5343,720,1,1,0,0
1096,3,2013-03-06,4527,609,1,1,0,0
1097,3,2013-03-06,8963,2464,1,1,0,0
1098,3,2013-03-06,5782,775,1,1,0,0
1099,3,2013-03-06,9524,1184,1,1,0,0
1100,3,2013-03-06,6404,776,1,1,0,0
1101,3,2013-03-06,9728,930,1,1,0,0
1102,3,2013-03-06,7691,732,1,1,0,0
1103,3,2013-03-06,4359,347,1,1,0,0
1104,3,2013-03-06,5433,410,1,1,0,0
1105,3,2013-03-06,3966,457,1,1,0,0
1106,3,2013-03-06,5355,600,1,1,0,0
1107,3,2013-03-06,7219,753,1,1,0,0
1108,3,2013-03-06,7381,752,1,1,0,0
1109,3,2013-03-06,5605,488,1,1,0,0
1110,3,2013-03-06,3939,514,1,1,0,0
1111,3,2013-03-06,5628,532,1,1,0,0
1112,3,2013-03-06,12263,944,1,1,0,0
1113,3,2013-03-06,6560,721,1,1,0,0
1114,3,2013-03-06,20453,3241,1,1,0,1
1115,3,2013-03-06,5654,348,1,1,0,0
1004,2,2013-03-05,5564,466,1,1,0,0
1005,2,2013-03-05,8438,1162,1,1,0,0
1006,2,2013-03-05,6390,877,1,1,0,0
1007,2,2013-03-05,6283,731,1,1,0,0
1008,2,2013-03-05,6067,817,1,1,0,1
1009,2,2013-03-05,5404,527,1,1,0,0
1010,2,2013-03-05,7782,660,1,1,0,0
1011,2,2013-03-05,9464,1086,1,1,0,0
1012,2,2013-03-05,5322,458,1,1,0,0
1013,2,2013-03-05,5043,562,1,1,0,0
1014,2,2013-03-05,16546,1971,1,1,0,0
1015,2,2013-03-05,6204,487,1,1,0,0
1016,2,2013-03-05,6298,551,1,1,0,0
1017,2,2013-03-05,9375,1260,1,1,0,0
1018,2,2013-03-05,12468,1410,1,1,0,0
1019,2,2013-03-05,10748,818,1,1,0,0
1020,2,2013-03-05,11281,1354,1,1,0,0
1021,2,2013-03-05,9401,1121,1,1,0,0
1022,2,2013-03-05,7539,855,1,1,0,0
1023,2,2013-03-05,7309,677,1,1,0,0
1024,2,2013-03-05,6139,774,1,1,0,0
1025,2,2013-03-05,8686,995,1,1,0,0
1026,2,2013-03-05,12427,1447,1,1,0,0
1027,2,2013-03-05,17546,2056,1,1,0,0
1028,2,2013-03-05,5794,700,1,1,0,0
1029,2,2013-03-05,7729,1033,1,1,0,0
1030,2,2013-03-05,5087,464,1,1,0,0
1031,2,2013-03-05,6627,514,1,1,0,0
1032,2,2013-03-05,11023,1194,1,1,0,0
1033,2,2013-03-05,18207,1583,1,1,0,0
1034,2,2013-03-05,9329,1052,1,1,0,0
1035,2,2013-03-05,7017,826,1,1,0,0
1036,2,2013-03-05,4808,456,1,1,0,0
1037,2,2013-03-05,7463,973,1,1,0,0
1038,2,2013-03-05,5950,482,1,1,0,0
1039,2,2013-03-05,8812,1052,1,1,0,0
1040,2,2013-03-05,9895,975,1,1,0,0
1041,2,2013-03-05,7150,759,1,1,0,0
1042,2,2013-03-05,5108,704,1,1,0,0
1043,2,2013-03-05,10748,1441,1,1,0,0
1044,2,2013-03-05,7558,973,1,1,0,0
1045,2,2013-03-05,7778,993,1,1,0,0
1046,2,2013-03-05,8718,684,1,1,0,0
1047,2,2013-03-05,5690,581,1,1,0,0
1048,2,2013-03-05,7293,531,1,1,0,0
1049,2,2013-03-05,5353,760,1,1,0,0
1050,2,2013-03-05,7498,484,1,1,0,0
1051,2,2013-03-05,8120,1121,1,1,0,0
1052,2,2013-03-05,8434,840,1,1,0,0
1053,2,2013-03-05,12140,1258,1,1,0,0
1054,2,2013-03-05,7379,780,1,1,0,0
1055,2,2013-03-05,9050,1086,1,1,0,0
1056,2,2013-03-05,3434,322,1,1,0,0
1057,2,2013-03-05,5859,569,1,1,0,0
1058,2,2013-03-05,8405,775,1,1,0,0
1059,2,2013-03-05,9071,1178,1,1,0,1
1060,2,2013-03-05,7799,882,1,1,0,0
1061,2,2013-03-05,6048,449,1,1,0,0
1062,2,2013-03-05,7442,662,1,1,0,0
1063,2,2013-03-05,4218,485,1,1,0,1
1064,2,2013-03-05,10467,1173,1,1,0,0
1065,2,2013-03-05,4871,579,1,1,0,0
1066,2,2013-03-05,12490,1208,1,1,0,0
1067,2,2013-03-05,5361,451,1,1,0,0
1068,2,2013-03-05,4138,297,1,1,0,0
1069,2,2013-03-05,8942,1048,1,1,0,0
1070,2,2013-03-05,6802,816,1,1,0,0
1071,2,2013-03-05,7316,823,1,1,0,0
1072,2,2013-03-05,7659,705,1,1,0,0
1073,2,2013-03-05,9044,1113,1,1,0,0
1074,2,2013-03-05,5569,562,1,1,0,0
1075,2,2013-03-05,13229,1273,1,1,0,0
1076,2,2013-03-05,3945,619,1,1,0,0
1077,2,2013-03-05,5297,534,1,1,0,0
1078,2,2013-03-05,7029,547,1,1,0,0
1079,2,2013-03-05,12016,880,1,1,0,0
1080,2,2013-03-05,11197,908,1,1,0,0
1081,2,2013-03-05,0,0,0,1,0,0
1082,2,2013-03-05,9443,1372,1,1,0,0
1083,2,2013-03-05,4067,285,1,1,0,0
1084,2,2013-03-05,7727,1029,1,1,0,0
1085,2,2013-03-05,8644,860,1,1,0,0
1086,2,2013-03-05,14148,1322,1,1,0,0
1087,2,2013-03-05,7154,669,1,1,0,0
1088,2,2013-03-05,6206,625,1,1,0,0
1089,2,2013-03-05,10630,1020,1,1,0,0
1090,2,2013-03-05,7804,980,1,1,0,0
1091,2,2013-03-05,8776,691,1,1,0,0
1092,2,2013-03-05,12440,1248,1,1,0,0
1093,2,2013-03-05,8709,933,1,1,0,0
1094,2,2013-03-05,4773,414,1,1,0,0
1095,2,2013-03-05,6341,769,1,1,0,0
1096,2,2013-03-05,4947,654,1,1,0,0
1097,2,2013-03-05,9686,2459,1,1,0,0
1098,2,2013-03-05,6488,864,1,1,0,0
1099,2,2013-03-05,10991,1295,1,1,0,0
1100,2,2013-03-05,8244,1008,1,1,0,0
1101,2,2013-03-05,11034,1056,1,1,0,0
1102,2,2013-03-05,9144,871,1,1,0,0
1103,2,2013-03-05,4908,363,1,1,0,0
1104,2,2013-03-05,5567,434,1,1,0,0
1105,2,2013-03-05,3701,472,1,1,0,0
1106,2,2013-03-05,5957,691,1,1,0,0
1107,2,2013-03-05,7759,804,1,1,0,0
1108,2,2013-03-05,8074,867,1,1,0,0
1109,2,2013-03-05,7050,609,1,1,0,0
1110,2,2013-03-05,5437,604,1,1,0,0
1111,2,2013-03-05,6632,628,1,1,0,0
1112,2,2013-03-05,13683,1027,1,1,0,0
1113,2,2013-03-05,6913,746,1,1,0,0
1114,2,2013-03-05,22027,3244,1,1,0,1
1115,2,2013-03-05,6442,406,1,1,0,0
1004,1,2013-03-04,7116,566,1,1,0,0
1005,1,2013-03-04,10004,1285,1,1,0,0
1006,1,2013-03-04,7998,1059,1,1,0,0
1007,1,2013-03-04,7997,839,1,1,0,0
1008,1,2013-03-04,8248,1000,1,1,0,1
1009,1,2013-03-04,6483,587,1,1,0,0
1010,1,2013-03-04,10177,842,1,1,0,0
1011,1,2013-03-04,12294,1252,1,1,0,0
1012,1,2013-03-04,7227,573,1,1,0,0
1013,1,2013-03-04,6893,688,1,1,0,0
1014,1,2013-03-04,20943,2173,1,1,0,0
1015,1,2013-03-04,8325,603,1,1,0,0
1016,1,2013-03-04,9432,769,1,1,0,0
1017,1,2013-03-04,10368,1285,1,1,0,0
1018,1,2013-03-04,15785,1646,1,1,0,0
1019,1,2013-03-04,14082,1023,1,1,0,0
1020,1,2013-03-04,13642,1551,1,1,0,0
1021,1,2013-03-04,11179,1306,1,1,0,0
1022,1,2013-03-04,10177,1093,1,1,0,0
1023,1,2013-03-04,10045,944,1,1,0,0
1024,1,2013-03-04,7274,866,1,1,0,0
1025,1,2013-03-04,10761,1094,1,1,0,0
1026,1,2013-03-04,14917,1615,1,1,0,0
1027,1,2013-03-04,20391,2206,1,1,0,0
1028,1,2013-03-04,8098,836,1,1,0,0
1029,1,2013-03-04,8439,1077,1,1,0,0
1030,1,2013-03-04,5966,519,1,1,0,0
1031,1,2013-03-04,8367,626,1,1,0,0
1032,1,2013-03-04,12808,1255,1,1,0,0
1033,1,2013-03-04,23165,1916,1,1,0,0
1034,1,2013-03-04,12283,1189,1,1,0,0
1035,1,2013-03-04,8963,927,1,1,0,0
1036,1,2013-03-04,5673,499,1,1,0,0
1037,1,2013-03-04,9305,1144,1,1,0,0
1038,1,2013-03-04,8160,615,1,1,0,0
1039,1,2013-03-04,10711,1257,1,1,0,0
1040,1,2013-03-04,13709,1233,1,1,0,0
1041,1,2013-03-04,8150,853,1,1,0,0
1042,1,2013-03-04,5986,764,1,1,0,0
1043,1,2013-03-04,10821,1359,1,1,0,0
1044,1,2013-03-04,9516,1123,1,1,0,0
1045,1,2013-03-04,8714,1026,1,1,0,0
1046,1,2013-03-04,13330,941,1,1,0,0
1047,1,2013-03-04,7551,724,1,1,0,0
1048,1,2013-03-04,9636,662,1,1,0,0
1049,1,2013-03-04,5260,812,1,1,0,0
1050,1,2013-03-04,9998,624,1,1,0,0
1051,1,2013-03-04,9473,1275,1,1,0,0
1052,1,2013-03-04,11711,1150,1,1,0,0
1053,1,2013-03-04,14945,1475,1,1,0,0
1054,1,2013-03-04,9200,877,1,1,0,0
1055,1,2013-03-04,11528,1276,1,1,0,0
1056,1,2013-03-04,4864,391,1,1,0,0
1057,1,2013-03-04,7634,679,1,1,0,0
1058,1,2013-03-04,11191,967,1,1,0,0
1059,1,2013-03-04,11283,1473,1,1,0,1
1060,1,2013-03-04,11237,1182,1,1,0,0
1061,1,2013-03-04,7689,556,1,1,0,0
1062,1,2013-03-04,9231,816,1,1,0,0
1063,1,2013-03-04,6287,692,1,1,0,1
1064,1,2013-03-04,12968,1450,1,1,0,0
1065,1,2013-03-04,5337,604,1,1,0,0
1066,1,2013-03-04,14449,1384,1,1,0,0
1067,1,2013-03-04,7007,553,1,1,0,0
1068,1,2013-03-04,4560,335,1,1,0,0
1069,1,2013-03-04,11198,1208,1,1,0,0
1070,1,2013-03-04,8935,1027,1,1,0,0
1071,1,2013-03-04,8587,981,1,1,0,0
1072,1,2013-03-04,10873,898,1,1,0,0
1073,1,2013-03-04,10711,1244,1,1,0,0
1074,1,2013-03-04,6696,708,1,1,0,0
1075,1,2013-03-04,15196,1384,1,1,0,0
1076,1,2013-03-04,5414,744,1,1,0,0
1077,1,2013-03-04,7408,684,1,1,0,0
1078,1,2013-03-04,7344,576,1,1,0,0
1079,1,2013-03-04,13703,953,1,1,0,0
1080,1,2013-03-04,14298,1142,1,1,0,0
1081,1,2013-03-04,0,0,0,1,0,0
1082,1,2013-03-04,10092,1375,1,1,0,0
1083,1,2013-03-04,4861,335,1,1,0,0
1084,1,2013-03-04,9295,1139,1,1,0,0
1085,1,2013-03-04,11438,1019,1,1,0,0
1086,1,2013-03-04,16689,1497,1,1,0,0
1087,1,2013-03-04,8044,736,1,1,0,0
1088,1,2013-03-04,7835,710,1,1,0,0
1089,1,2013-03-04,14389,1290,1,1,0,0
1090,1,2013-03-04,10328,1159,1,1,0,0
1091,1,2013-03-04,12438,895,1,1,0,0
1092,1,2013-03-04,15895,1439,1,1,0,0
1093,1,2013-03-04,10398,1061,1,1,0,0
1094,1,2013-03-04,5847,437,1,1,0,0
1095,1,2013-03-04,7230,883,1,1,0,0
1096,1,2013-03-04,7758,840,1,1,0,0
1097,1,2013-03-04,9710,2533,1,1,0,0
1098,1,2013-03-04,8065,1042,1,1,0,0
1099,1,2013-03-04,14015,1466,1,1,0,0
1100,1,2013-03-04,9915,1054,1,1,0,0
1101,1,2013-03-04,15193,1317,1,1,0,0
1102,1,2013-03-04,10321,930,1,1,0,0
1103,1,2013-03-04,5935,429,1,1,0,0
1104,1,2013-03-04,7184,552,1,1,0,0
